,0
0,-7.576939246764031
1,0.5448270808613147
2,-5.034504170231414
3,0.5908565908592535
4,17.497132236883022
5,11.595473157811696
6,4.381571797653404
7,17.83288773571064
8,-7.712839138380319
9,-22.262685023665068
10,-7.92453975673916
11,8.705015589233547
12,-13.936071868544847
13,0.7971125575191673
14,-16.626595384737392
15,-1.9918422579685924
16,-24.427256571426426
17,-0.02150572789546379
18,9.392433767773275
19,-1.6771232245574659
20,12.127870570167204
21,8.784989218165599
22,6.9732234828014965
23,8.561833788599316
24,1.8495485970100163
25,-5.571309672990973
26,18.562215481582648
27,-12.132687579485635
28,15.910770155947342
29,7.544775523879693
30,-17.9904055281248
31,-9.138772336664928
32,-9.746030933481045
33,7.109537209322382
34,10.409091580175971
35,-3.1962599818076685
36,1.37711154175497
37,4.949717156666665
38,-17.9587199509752
39,7.002942116395102
40,6.723065041373254
41,-12.420125246387089
42,-7.980867244431417
43,0.764074412102258
44,2.2544324320013907
45,-1.6919592352506507
46,3.4742765577776136
47,-5.627255201539038
48,-10.876431034192187
49,0.6743522431042204
50,-13.843154079285219
51,-2.5595298443920447
52,-8.474163387997
53,4.684237056304063
54,2.2936931618325347
55,-5.532518460771009
56,-2.046588540905588
57,2.8138828088016443
58,5.4551053355472945
59,19.349375846893523
60,4.59421152225826
61,-6.565998788300675
62,-4.145375709521262
63,-4.761339805029177
64,2.647229245800561
65,1.4724931573888276
66,-4.619626055608675
67,6.123909547906289
68,0.39068463053855707
69,-3.774639835694189
70,-9.673780413003227
71,12.568620421423176
72,-9.971515928852396
73,0.16852461390386253
74,11.288156160814676
75,4.090443151387349
76,1.4269356381546858
77,-2.7522610136418684
78,7.551467637841611
79,-5.598232231121271
80,0.4589001856708209
81,7.440386850068137
82,6.438700323890613
83,3.880763188896805
84,9.43969170006517
85,11.555819673722306
86,-2.922262879682701
87,6.120393986685773
88,0.10252142630836991
89,-6.182148071314325
90,-11.07736658227651
91,-8.042474229009663
92,24.60055713685075
93,1.8697375791279214
94,3.717005757432412
95,10.419920875655421
96,-4.0616107777020485
97,4.149836557070479
98,-11.42628999925056
99,-7.909902968024596
100,10.51195860990531
101,1.3518990193481857
102,8.538923007753475
103,-5.787089433615875
104,-6.378861000262306
105,-15.747614943302843
106,7.806208759089211
107,-17.65499370354286
108,0.5582049544754195
109,0.5170429500969518
110,5.758165713942158
111,0.7854796834825198
112,-7.298857274965531
113,4.743332997513401
114,-5.017861364982002
115,-7.244363154672438
116,4.417833288963829
117,-4.410361035370946
118,-12.666401173537505
119,-6.364654976087427
120,-0.4362636471113772
121,9.596952293349581
122,-0.764444622320827
123,-7.032746623994523
124,19.436512839396002
125,0.8309014803001942
126,-6.106663825638524
127,8.33616047809828
128,2.6089485654580766
129,11.320308507532426
130,14.063419029597734
131,-5.618192399863872
132,3.296868829330094
133,-10.704717818468326
134,13.21701736428878
135,22.908674674440608
136,-13.563881857539522
137,15.045380524179423
138,-5.25181247895735
139,0.13304113804689066
140,-24.51350051220005
141,18.991977455210584
142,-8.317669891742907
143,-14.136463337656119
144,14.834824873048554
